,recordid,content,attitude
1387,294458,其实挺正常的天气，在媒体的帮助下，各种焦虑，向后翻翻历史，就会发现，有没有工业，极端天气一直都在人类的历史上，一遍一遍。,2
1388,294469,欧美国家一边人均碳排放超标，一边说发展中国家排放超标。真要脸。他们发展完了就不让别人发展了，自己有能力的时候还乱排放。,2
1389,294475,我去……我福建也才10年见一次雪……,1
1390,294476,你们以为人类才开始，其实已经盛极而衰了,1
1391,294477,下个雪整得跟世界末日一样,2
1392,294483,世界要毁灭了？,1
1393,293143,某院士：我很乐观，我是地质学家，我研究几亿年以来的环境气候演化，这不是人类拯救地球的问题，是人类拯救自己的问题，地球用不着你拯救，地球温度比现在高几十度的时候有的是，地球二氧化碳浓度比现在高十倍的时候有的是，地球都是这么演化过来的，地球不需要人类保护,1
1394,293271,人们关心地球是假，担心自身安全是真。,1
1395,293375,冷不可怕，热不可怕，最可怕的是冷热无常。例如沙漠，例如月球表面，白天一百多度，晚上零下一百多度。现在地球就越来越气候异常，冷热无常，。。。。。。,1
1396,293591,我再晚生几年是不是就能看见地球毁灭了,1
1397,293689,大家好好爱护环境吧，不然真的可能咱们就是地球的最后一代人类了,1
1398,293739,全球变暖会使得极端天气频繁发生，这句话从好多年前就看到，越来越证实,1
1399,354672,人类命运共同体，呵呵，哈哈，好好笑的词汇，讲给老外听吧，你们把老外想的太好了，还人类命运共同体，我情愿相信核大战，毁灭,4
1400,354814,其实在老一辈网络冲浪人员的记忆里，日本一直被各路媒体打造成“神话之国”。在一些90后和00后的回忆里，老师甚至会在课上吹嘘日本，比如地震排队、花生壳加工、工匠精神和马桶水能喝。其实也不能怪他们，在哪个网络上充满公知的年代，真相被高额的传播成本掩盖。现在再来看过去，去伪存真，中国真的很棒。日本人民确实有做的棒的地方，这无关民族优越性，也无关民族劣根性。我们都是劳动人民，我们知道怎样做才是对的。我们也要认清现在的形式，仍有不坏好意的国内外势力企图奴役劳动人民，打造“资本天堂”。甚至在15年都有营销号鼓吹国有医院私营化，中国应该接受外国势力的“管理”和“殖民”。我国刚刚完成了脱贫但实际上还是一个发展中国家，在公知年代的公知梦破裂后，还是有人疯狂诋毁我们的国家，诚然我们有做的不好的地方，但不好的地方不是不可改变的地方。今日请诸位共勉，我们还将面临不少“神话国家”的挑战,4
1401,354931,“碳中和”，“碳达峰”重要的环保课题,1
1402,371142,变暖使得400mm等降水线北移，河套地区出现兰花，西域隔壁再次绿化变良田这都是近几年可以看到报道的好处。你说增加的水没有流失的水多简直就是搞笑，为啥是沙漠戈壁，就是因为没有水，降水增加个十来年，你看绿不绿。,3
1403,371159,别说远的，全球变暖就现在这种异常气候。就今年两次大雨。青菜都涨到10块钱了。那些大棋党能不能去菜市场逛两圈是,1
1404,164132,这个叫降水线北移,3
1405,164255,新疆伊犁地区，温度也是越来越高，而且降水也逐渐增多,1
1406,164270,作为一个土生土长的甘肃人，深有感受，气候确实变了，我才二十几岁，从小到大已经能够感受到相应变化,1
1407,164275,物种的迁徙很能说明问题,1
1408,164286,我是六十多的退休老人。小时（70年代）那时中东打仗禁运，石油危机。流行学说是地球进入冰河时期，石油只够15年。那时的环境问题是滴滴涕，说鸟都要死光了。 ---人控制好 污染就差不多了。 地球变不变暖，人可能高估自己的能力。,1
1409,164311,宁夏也是，好处是粮食多了，坏处是水果不甜了,1
1410,164352,你和想的一样!我是甘肃人我能感觉到气温明显升高!,1
1411,164465,今年我们小城市确实降水量比往年多，不过夏天也是越热了,1
1412,370193,气候变暖不是实打实的吗？东南沿海某偏僻山区，小时候冬天常年积雪，现在多少年没见到雪了。环境这么大的改变对生态多大影响还需要思考吗？不说别的因素，人类不会自大的以为地球就只是人类的吧。,1
1413,370690,弊显著大于利不代表没利，至少这几十年西安气候一直在变好，北方山地出现很多非栽种的自然林(之前都是沿着高速整齐种的养殖林),3
1414,370789,现在其实在经历一个小冰河期，气候大的方向是变冷的。气候变化自然对人类有很大的影响，但人类排放能够对气候有多大影响，如何影响。还真要研究确认，尤其是西方媒体，不遗余力的把气候变化黑锅甩给中国的情况下，更不能听信西方的一面之词，我们可以减产少出口，可以少用煤，但那就让西方控制的石油天然气大亨们乐的闭不上嘴了。说到底，排放权就是生存发展权。鉴于发达国家人均碳排放量世界最高的情形，只靠中国人自觉是远远不够的，减排是世界性问题，首要是发达国家节制欲望，减少消费和浪费。当然，除了天灾，更应警惕的是人祸，某西方国家一直暗中研究气象武器，企图影响地球磁场才值得全世界警惕。同时纠正UP一句，我们近年沙尘暴少了，不是由于气候变暖影响了新疆和河西走廊，而是由于我们几代人努力植树造林和退耕还林政策改变了西北东北的森林覆盖率，找数据结论不要只看西方的，不然让人怀疑你的动机和目的 。,3
1415,370829,我只知道全球变暖我们一个都活不了。,1
1416,369427,我看基德前面的3点知道针对的是远方青木的那篇文章，虽然稍后面讨论的火山什么内容其实和那篇文章没什么关系了，但总体还是说的远方青木的那篇文章，所以我去回看了一下文章。我大概总结一下总体而言，远方青木他文章主要就是从云南大象象北迁移出发，主要是探讨的是当年为什么大象能在河南生存，以及他主要引了竺可桢的中国近5000年来气候变迁的初步研究，讨论中国近5000年来的气候变化曲线和中国近代王朝的变迁的拟合曲线，通过曲线的论点是历史上气温上升时，降雨线北移，可耕耘土地增大，中原王朝基本处于盛世阶段，并且提出气温升高有带来一个好处降雨线北移，沙漠治理的恢复程度增高。后面基德气温的判断是说古代人通过古诗词的动物植物地理分布来判定不准，也就是说远方青木那篇文章取材是从认可竺可桢的中国气温变化研究出发的，但基德认为不认可，这主要就是看双方对这个研究论文的认可程度，所以得到的结论不一样。其实基德最后主要担心的是大家会因为远方青木这篇文章说全球变暖给中国带来好处的事情，大家就会因此不重视碳排放不会改变，但其实双方最后关于碳排放的立场，并没有太大的差异，远方青木出发的立场并没有说就不控制温室气体排放了，这篇文章的最后其实是盛赞中国的碳中和的，而基德其实也认可了远方青木所说的气候变暖也确实带来了降雨线的北移以及沙漠恢复等等（虽然基德后面又加上了说认为会有强降雨不好），所以我觉得不至于针锋相对，大家可以兼听则明，也许可以给竺可桢的那篇论文找到更多的论点论据来探索人类历史上的气温变化，真理越辩越明,1
1417,369488,【丁仲礼院士：中国“碳中和”框架路线图研究（中科院学部“碳中和”咨询项目简介）【2021中科院学部学术年会】-哔哩哔哩】【视频标记点 29:18】丁仲礼院士：中国“碳中和”框架路线图研究（中科院学部“碳中和”咨询项目简介）【2021中科院学部学术年会】,1
1418,369496,这个视频里犯了一些明显的错误：首先，地球气候变化都是渐进的，绝对是错的。始新世古新世极热事件、三次“仙女木事件”都是在极短时间内的出现了剧烈的气候波动，造成大量物种灭绝的例子，基德不知道吗。其次，UP主提的气候变暖影响雄性生殖质量也够扯的，地球现在还处于冰期，在地球历史上也不算很热的时期，难道地球热的时候动物就不繁殖了（顶多是人类这个冰期物种不适应吧）？其实环保主义本质上是“环保保守主义”（我们现在还过得下去，气候变化之后谁知道会不会变坏），保护的人类自己。虽然科普是允许出错的但还是希望UP主改进一下，这些错误会让人认为您是有意筛选材料。,2
1419,369503,这期真的感觉up在尬聊，有失水准吧，毕竟UP也只是从网上收集的资料，没有经过长期的学习思考。气候变暖这事可以从短中长三个视角来看。长时间来看，气候变暖最大的风险就是触发新仙女木事件，全球极冷，大家一块玩完，不过这个时间尺度有点长。中时间来看，按照丁仲礼大佬在2021院士会议上的观点，在格陵兰冰盖完全融化之前，气候变暖对中国是有利的。降水线北移，西北绿化增多，恢复到汉唐时候不是不可能。还有就是UP在视频中说中美纬度差不多，极端气候杀敌一千自损八百的问题，这个是不成立的，因为UP完全没有考虑中美的地形特点，就美国那个南北通透的地形，来个寒潮之类的极端气候影响是相当大的，历史上美洲人少，发展不起来是有原因的。这个阶段的风险在于海平面上升的问题，会吞没大量适居地区，但又会产生大量适居地区；还有升温过快，最后想控制的时候控制不住（人类过于自信的问题）。短时间来看有发达国家抑制发展中国家发展权的问题，想卖碳排放权的问题（典型的既当又立），基建被极端气候破坏的问题。但总体来长期来看升温对我国有利，对欧美无利这个结论是没啥问题的，建议UP主再去研究一发北大西洋暖流的问题，感受一下什么叫做死道友不死贫道,2
1420,369512,哪里专业了？？？？？引用的数据本身就存在问题，随随便便拉几个图表，扯几句论文就专业了？那你这专业也太不专业了。,4
1421,369518,这篇水平太低了，先抛出一个结论再从符合结论的证据中找辩证。  并且夹带了一大堆自己的私货,4
1422,369526,不管观点对不对 全篇都论据不足 真当古中国气候研究 靠几首诗词发文 杂志社能发啊 真当植物记录 地层记录不存在啊,4
1423,369554,看了Up的视频，说实话很失望，关于全球变暖，最多就只能分成乐观派和悲观派两个派别，争论来争论去谁也没有实质的证据证明对方是错误的，大环境下，乐观派其实也不会因为自己的观点多呼吸多开油车，造成温室效应，而悲观派也不会因为自己的观点，去选择开电动车或者步行骑单车出行。而你只是把自己放在悲观派的立场想引起双方的论战，多赚点流量而已！,3
1424,369569,说真的，我不信什么大棋利中论，也觉得如果大幅升温会极大影响人类。但究竟怎么升，升多少，和人类的行为关系是多少，我对视频中给出的论据持保留意见。,1
1425,369575,说一千道一万，如果全球不能达成共识我们节省再多都不够别人浪费的，该变暖还是变暖。,3
1426,369585,全球变暖说的从来都不只是气温变高，而是极端气候天气更加反复无常，最终没人能好过,1
1427,369604,补充几个知识点和各位分享。1.基本上在学术界已经不再用global warming，而是用climate change来表示所谓全球变暖，因为这根本不是一个单一的变暖问题，而是一系列更加复杂的气候变化。2.这次基德的观点虽然各种背书看似权威，但是本质上大家都是以现有数据从不同尺度上推测未来趋势，但是在未来降临之前这是不可预知的黑盒，很难说谁对谁错，因此态度没有必要这样坚决很容易引起反感和误解。3.大部分观众反对的原因其实还是本着一个观点，那就是罪不在我。欧美老牌发达资本主义国家已经完成原始积累开始收割全世界了，现在要以环保卡别的国家的脖子，这对于大部分中国人来说都是无法接受的，因为这样势必会影响本国的发展进程，我还没上车，你凭什么关门，先污染再治理的是你们，浪费最多的是你们，现在变成人类命运共同体了，哪有这种好事。单一的环保维度很难在科普层级很难不牵扯到政治与立场，这也是没有办法的事情。,1
1428,369616,说实话 这一期的质量确实不咋地....许多结论抛的确实有点莫名其妙评论区也有很多人质疑了....真心希望up能更严谨一点....但是评论区某些人也过分了好吧...这期视频up也只是在反驳那些营销号的观点，什么时候指责过我国的环保措施了？？况且up做全球变暖这个话题都好几期视频了....哪期视频他美化西方谴责我国了？就因为这期视频没提，就说他立场有问题是吧？？？,4
1429,370033,气候变暖有什么害处我不知道，但我知道气温下降的危害。明末小冰期两京十三省大部分省市干旱少雨，野外食物不足，啮齿动物全跑到人类聚集区附近寻找食物，后面鼠疫大规模爆发。之后发生了什么你们都知道。,1
1430,187300,Kurtz还是太天真了，环保投票除了会滋生环保腐败还有什么用？湾湾用爱发电忘了？为了选票他们能把核电站关了。拜登可以嘴上说着环保来拉选票，拉完之后呢？拉了。老百姓又不是全知全能，美国总统就算连任，民众也不可能看到他所谓“环保提案”带来的效果。,3
1431,187309,大家还要要明白一件事，即使气候全面失控，人类也不会灭绝的，我们阻止气候变暖只是保护我们两百年积累下来的人口和工业基础罢了我们拯救的不是地球，也不是大自然，甚至不是人类，就是你自己,1
1432,187332,当今气候问题的政治意义已经远大于其科学意义，所以我觉得作为一名普通老板姓，把自己日子过好过精细了就是最大的环保,3
1433,187362,比起担心气温上升，更需要关心的应该是核废水的排放，各种污染垃圾的流入大自然。气温这事变暖总比变冷好,3
1434,187382,个人观点，现在的“环保”逐渐沦为各国政客互相指责的挡箭牌，非常可惜。在全人类（至少，各国的领导者们）真正形成共识之前，我们自己平时生活注意一点，比投票要来的有力。而且说实话，我们相比其他几个碳排放大国来说，已经算相当环保了，毕竟人口基数大。,1
1435,360703,很多人压根没意识到全球变暖的后果，而且其根本原因就是人类排放了过多的温室气体,1
1436,187119,【Kurz】2030 如何在被淹没的城市中找到食物,4
1437,187143,如果全世界的国家不超过10个，或许能联合起来面对这个问题吧。另外视频后的用选票...只能说我天朝自有国情在此。或许最后真要做一个大镜子悬在地日之间了。,3
1438,187152,这种话题很难有进展啊，相信智力正常的人类都支持环保，但是一涉及到自身利益就难办了，说到底电车，少吃肉，简化包装之类的是不是确实对环保有好处？哪个不是一堆人骂,1
1439,187159,我的答案：我不是环保主义者，我不会为了“环保”而去环保，但我尽量让自己的每一个动作变得环保一些，例如随手关灯，打草稿时写满了再换下一张，出门坐公交而不是打车（还能省钱,1
1440,187226,请先看完再评论。讨论的前提是对“讨论的问题”达成共识，用视频给出的例子最为方便。毕竟是很出色的一篇总结，将问题困难方法易懂地向大众解释。至于耍“小聪明”、感觉自己“很幽默”的先去学点东西填下脑子再来看。,4
1441,187234,一开始是技术问题，但到最后还是政治问题,2
1442,187235,Kurz一直说得挺好的，问题就是在于过于理想化了。以及我只相信在大灾难面前，人类才会做出一点改变，理想终归是理想，但是持续的痛苦是刻骨铭心的。,1
1443,187256,提高个人环保意识很重要很关键。但是但在西方民主下通过个人政治影响力选择政客实现目标还是太难了。社会团体的环保宣传能力有限，不及竞选团队的宣传机器。单个选民选票也不及社会法人团体的大量选票有影响力。就算都理想化实现推选了宣传环保理念的政府上台，是否是竞选口号还是做实事也是问题。就算政府真的下手解决环保问题，短期执政的政府是否有能力实现环保的长期课题也是问题。下届政府是否坚持上届政府的政策也是问题。环保政策如何保证实施而不是资本家借此谋利更是问题。鼓励投资环保产业的话，可以问问股票利好光伏的人。,1
1444,187267,kurz的三观还是很正的，提高群众低碳环保的意识很重要，不能因为个人没法改变全局就不去做，事不关己的态度要不得,1
1445,187271,这绝对是有关环保最中肯的视频和观点了,1
1446,187284,视频里讲的还是很全面的了....所以唯一的解决方案大概就是全球意识形态的改变了（计划经济），但这一点简直是难上加难....只能说多努力吧,1
1447,187292,实际上kurz在视频里对个人碳足迹的消极作用描写的很好了。把原本很大的集体问题转化成了人与人之间的对立；“为什么你没有在减碳”。简直就像娱乐作品分级制度一样。变成了资本甩锅的借口。,1
1448,331119,去年跟中国一起签的。现在说退就退了。全球五大温室气体排放国:老大中国、老二美帝、老三欧萌、老四三哥（正在努力争取第三名）、老五毛子。,3
1449,331126,其实我们也应该退出。,2
1450,331156,延续性《巴黎协定》是继1992年《联合国气候变化框架公约》、1997年《京都议定书》之后，人类历史上应对气候变化的第三个里程碑式的国际法律文本，形成2020年后的全球气候治理格局。公平性《巴黎协定》获得了所有缔约方的一致认可，充分体现了联合国框架下各方的诉求，是一个非常平衡的协定。协议体现共同但有区别的责任原则，同时根据各自的国情和能力自主行动，采取非侵入、非对抗模式的平价机制，是一份让所有缔约国达成共识且都能参与的协议，有助于国际间（双边、多边机制）的合作和全球应对气候变化意识的培养。欧美等发达国家继续率先减排并开展绝对量化减排，为发展中国家提供资金支持;中印等发展中国家应该根据自身情况提高减排目标，逐步实现绝对减排或者限排目标;最不发达国家和小岛屿发展中国家可编制和通报反映它们特殊情况的关于温室气体排放发展的战略、计划和行动。长期性《巴黎协定》制定了“只进不退”的棘齿锁定（Rachet）机制。各国提出的行动目标建立在不断进步的基础上，建立从2023年开始每5年对各国行动的效果进行定期评估的约束机制。《巴黎协定》将在2018年建立一个对话机制（the Facilitative Dialogue），盘点减排进展与长期目标的差距。可行性《巴黎协定》协定要求建立针对国家自定贡献（INDC）机制、资金机制、可持续性机制（市场机制）等的完整、透明的运作和公开透明机制以促进其执行。所有国家（包括欧美、中印）都将遵循“衡量、报告和核实”的同一体系，但会根据发展中国家的能力提供灵活性。,1
1451,331180,柴圣母呢？上次特朗普在G7拒签《巴黎协定》她就没出声，这回美国直接要退出《巴黎协定》了，这么到现在也没发声？微博至今连这事提都没提，怎么？她是瞎了看不见报纸了？还是聋了听不见广播？还是哑了发不出她那冠冕堂皇的诘问了？当初口口声声说为了孩子为了人类的未来，中国应该以十几亿的人口保持和那些几亿甚至几千万人口的国家相等碳排放总量的嘴怎么就发不出声了？美国这个世界第二碳排放量大国要退出《巴黎协定》了柴静怎么还不为了孩子和人类的未来发声呢？柴静你孩子不是生在了美国吗？怎么不为了你的孩子去质问美国政府呢？,2
1452,331190,总觉得所谓环境问题根本就不是个问题。比如一个秦朝时期的人穿越到现在，在他接触到外界空气的一瞬间就会化为一滩脓水，然而我们却活得好好的，这就是个适应过程而已。现在所谓环境污染会导致什么什么然后人类灭亡，全是以当下人类的体质去匹配未来的环境……我跟你说，两极冰川融化时，人类早已进化成两栖生物了，空气差到足以让我们***就死翘翘时，那时的人类肺部会比防毒面具更强。总之，环境问题不会威胁到人类这个群体的延续，当然，谁都希望呼吸到香甜的空气……,2
1453,331225,只有我一个人是不在意内容，而是冲着白宫发言人来的么(°∀°)ﾉ这一届的美国总统、发言人啥的都老可爱了(°∀°)ﾉ,4
1454,331234,巴黎协定原本目的在于约束南方国家工业化以维护北方国家的优势地位然而随着工业4.0时代，已经约束不了了，知识产权也只是暂时性约束。只要抓住科技制高点的第一生产力，巴黎协定这游戏爱怎么玩怎么玩,2
1455,331242,所以说，一个唯心主义者治理国家就是这样的，一切凭感觉！,4
1456,331273,那么问题来了，如果我们也要退，你们支持不支持？,3
1457,331277,中国也该退出巴黎协定了，而且没有严谨的证据表面气候在变暖，而且和二氧化碳有关,2
1458,331340,哇，那么一战的胜利果实谁来保卫（滑稽,4
1459,331367,美国不需要环境保护，证据就是他们的空气十分香甜,4
1460,409800,还诺贝尔奖呢，今年国自然我们全都被刷下来了,4
1461,409805,照现在的规律，除非重大发现，中国人一二十年后中国人获奖可能会进入爆发期。杨振宁的成就足以再获一到两个诺奖，可是都百岁了。,4
1462,418337,当年像柴静这样的被西方洗脑的所谓知识分子真不少，直到特汤普直接退出了巴黎协定，其实是明确告诉你，当年就是忽悠你，现在不装了。其实现在的西方，和当年的八国联军没有区别，只是换了种掠夺的方式。,2
1463,418343,柴静的那个“穹顶之下”的纪录片，我只记住了一句话“一吨钢材的利润只有两元钱”我当时就是看到这里，开始对这不纪录片产生怀疑但是，当时这个片子在优酷首页推广，太火了，我身边的朋友，同学，老师都在看，都感觉她拍的很真实。但是，其实看完整部片子，就感觉她是在借题发挥，提出的问题是真实的，反馈的现象也是真实的，但是片子里的一些旁白，一些讲解是真中掺假，假中掺真，让人难分真假，诱导性很强。要不是认识几个开钢厂的客户，我差点就信了,2
1464,222534,其实我不懂，气候变化抗议有什么用…………,3
1465,222555,真是吃饱了闲得慌，搞游行阻碍交通能有什么作用，还不如多种点树，少开车，少用电，实际效果都比搞这些噱头来的好,1
1466,222569,兔子戴帽子，冤。,4
1467,224498,我们国家真的还有这么多煤炭供电吗？这么多年还是?,3
1468,225746,来了来了，又来了，当年你们英国可是在世界上很长一段时间里是唯一的二氧化碳排放国家。,2
1469,225872,其实中国那个排量世界第一，是美国的好几倍。但是我们又人均大法，哎，不懂怎么说，中国也在努力的减排了。毕竟我们还是要发展的,3
1470,225877,我们这里没有抗议，我们不会把气候变化这种小事放在心上，，因为我们很忙，要爱狗，要追星，要刷快手抖音，还有很重要的就是偷WIFI……,2
1471,225878,呕，那份碳排表谁统计的自己心里没点b数吗？中国的碳排被捏造的翻了一番又一番,2
1472,225880,当爹的被儿子打了一顿后知道他长大了，自己老了没办法，只能跟在他儿子身后几十年听命与他，然而自尊心太强了的他想方设法的挑唆别人打他儿子，这样即能跟着要点赔偿又能让其知道谁是老子。,4
1473,331057,首先很多人误区严重，巴黎协定是解决温室气体碳排放问题，不是污染排放问题！其次，世界平均温度上升是温室气体引起的还是周期性气候变化而处于升温期，这是没有确认的。前者依据是计算机模拟结果，这玩意放到变量巨大的全球来算，可信度太低，后者虽然难以确定但是有历史规律的依据！！最后不管是什么原因，某些西方后工业化国家希望借此来冻结全球的工业化发展，这是百利无害的阳谋！,2
1474,331080,我都开始怀疑川普是外面的人派来弄垮美国的了→_→  感觉是 作业快写完了 “爱怎么样怎么样了啊” 的感觉,4
1475,331107,真的是一切都在向着对中国有利的方向发展啊，灯塔要是真退了那么舆论肯定就会倒向咱们，中国也会变成保护地球的负责任大国，灯塔就成一个置环境问题而不顾的自私国家，川普真是一个好同志啊,4
1476,417592,她说的不无道理,1
1477,417613,求转发：许多大学在强制使用的校园跑软件运动世界校园，不止广告奇多，而且在大家都在抵制耐克的今天，它却还在卖上千元的耐克鞋！！！有我动态为证!！！,4
1478,417630,以前看她的雾霾纪录片，我老师同学都老宣传了，但是那个时候我就是不喜欢她的纪录片，不喜欢她所谓的调查数据，不喜欢她的各种指责的态度，以前我还不懂，现在看来这是直觉啊,2
1479,417641,说实话，我不清楚柴静为啥被喷。罗翔老师不也解释过么，“替坏人辩护的律师该判什么罪？”我们既然倡导坏人也该有发声为自己辩护的权力，那我不觉得柴静把西方的观点拿出来说有什么问题，哪怕那就是一个不对的观点，不是更好用来当反面案例，跟大家起到科普作用么？这为啥最后最大的关注点，却变成了提问者的个人立场和道德问题了？,1
1480,417659,柴静走火入魔，沦落为可笑可悲的无脑哈外族。,2
1481,417664,地球环境温度变化的周期性很好理解，地球有春夏秋冬，因为地球是斜着的绕着太阳转，所以受热不均。太阳也不是静止了，太阳系也在银河系里转圈，也有“春夏秋冬”。格局是不是变大了？,3
1482,417665,喜欢她的《看见》,4
1483,417692,伦敦难道没有雾霾过吗？雾都孤儿读过吗？我们凭什么要为西方的罪恶买单,2
1484,418074,地球变暖是全人类的共同危机啊，每个国家都要努力。,1
1485,418078,环保和工业化本身就是冲突的。我也看着家附能游泳的小河变脏。可是怎样呢，在小河变化的同时，建起了宽阔的马路，从自行车，摩托换成了汽车，以前一年吃几顿鸡屈指可数，现在估计也没人数的清了，这一切总要有所取舍。,3
1486,418091,她那些高人一等的姿态仅仅是因为她以为自己是美国人。一个个崇洋媚外，外国留学生自视甚高、入美国籍主持人以为自己是统治阶级。真有本事中国控制疫情颇有成效时别躲回来啊，你柴静去外国的电视台工作采访外国人呗，这样不仅不会被骂，还可能能得到白人主子的骨头。,4
1487,418097,她也许是好心，但太天真了。而且自己没过过苦日子,3
1488,418108,她没有站在西方媒体的角度，而是自己的一些观点而已，媒体人才应该这样子敢于挑战所谓的权威！而不是像你这样！让社会多一些柴静一样的媒体人吧……,4
1489,418109,站错了队，身为中国人却选择相信西方，希望美国给他长长见识,4
1490,418110,我认为这次采访很好，很完美，把我们的疑问的问题全都问出来了，如果换个人就无法达到一种效果，央视既然播出了就说明央视认可！,1
1491,418127,去污染是为了子孙后代能有更好的发展，也是中国发展的趋势，只有万众一心才能做到。现实阶段我们还不能放弃这些有污染的重工业和劳动密集型产业，只能大力发展科技，用科技的力量来逐步改善环境。,1
1492,418130,"柴犬当年采访时,美国才是碳排放世界第一名，咋公知张口就来中国碳排放当时是后9名的总和? 你家美国去年加州山火已经把美国未来20年的碳排分额用光了, 请赶紧向中国购买碳排余量,乖乖的交呼吸税给中国。",2
1493,418136,柴静只是不了解真相，但某些方面还是事实,1
1494,418145,抛开其他不谈，她对于我国的环保宣传还是有作用的，比如说，建立了雾霾监控体制。,1
1495,418155,我不知道她是否做过别的什么事，或者说过别的什么话而引起公众的反感，单从那次采访而言，我觉得我们对柴静的攻击不理智，我觉得她当时只是在再提问，在讲理，而至于她讲的是否有理，那是另外一回事儿。我们可以对她的理进行反驳。但是似乎不应该认为他的提问或者讲理带有政治或立场倾向。,3
1496,418212,擦亮眼睛理智看所有群体，理智判断。当时初中也看过柴静的视频，当时认为（浅薄无知的我 )她很有记者揭露真相的精神，老师也是这么解说传达的，以为是和勇士，其实会以它萌哒哒（文青）的外表言辞来蒙蔽爱狗人士,4
1497,418231,“控制碳排放”这种议题完全是西方想出来的一个子虚乌有的借口汉语科学依据，目地就是控制发展中国家的进一步发展，只要接受就落入他们的陷阱！,2
1498,418236,环保、不要污染环境这是我们应该做的，但是打着这个幌子来限制我们国家发展，甚至自己台上说一套底下做的又是另一套，自己吃着牛肉牛奶奶酪，却指责我们猪肉吃多了,3
1499,418265,柴静？豺狗,2
1500,418295,柴静就是一个站街的鸡,2
1501,418296,柴静？她还没死呢？,2
1502,418322,为了美国主子？为了钱？,2
1503,418323,她还活着吗？,2
1504,418328,柴狗死了没。,2
1505,415582,西方发达产业转型差不多结束了现在才提倡减排，要求发展中国家也来减排,3
1506,415595,当时真的是被她全民洗脑了，学校都在组织观看她的那个纪录片，并且写观后感。看了以后确实很震撼，因为当时那个年龄段读的书还是太少，对于这个社会基本是没有了解的，而且那个纪录片也确实揭露了一些问题。但是大学了以后看了那个采访，才发现此人真的其心可诛，太恶毒了，让人狠地牙根痒痒,2
1507,415604,为啥我们要牺牲自己的利益去成就西方？图啥？,2
1508,415605,《看见》白瞎了？,4
1509,415611,小时候还看过她的书《看见》,4
1510,415641,为了人类文明的总体发展，这没问题。可是什么时候西方就代表了人类文明？为什么你们可以过好生活，我们就不能过？隐藏在道貌岸然之下的就是这个简单双标,2
1511,415646,？你确定？这个纪录片是环保本保的主题纪录片？你能看看原版视频吗？你知道什么叫碳排放吗？,3
1512,415658,公众舆论就是这么容易被忽悠，当时看他纪录片的和现在骂他的根本就是同一批人。根本没有独立思考的能力,1
1513,415661,你全篇都在抓她这一个采访的一个小节在说事，建议大家看看她全部的访谈内容，包括她对失足妇女，杨永信等的采访，我觉得她的大部分访谈内容对国家的社会发展是有积极作用的，up主这种打着爱国旗号的所谓民族斗士真的毫无营养，跟营销号没区别，只是煽动一些没思考能力冲动的学生罢了.,4
1514,415669,落后就要挨打，祖国利益第一。对不起我目光短浅不明白某些人说的人类未来还是环保问题，我只知道为中华之崛起而读书而奋斗。中国只有成为世界最强国，才能不被西方列强哔哔  制裁  欺负。,4
1515,415674,我初中被信息老师推的穹顶之下，真的特别震惊，回家后就在网上找不到了，后来我去买了她的《看见》，我真的挺喜欢她，当时我想就算她背后站美国也都算了，起码要是没背景不被人搞死吗？,1
1516,417482,为什么她这样的人当初会有那么大的出镜率，那么大的市场，这是我们要引以为戒的,4
1517,417485,穹顶之下，暗藏两层阴谋，借着人们能切实感受到的污染问题，转而加重人们的担心，以谋取西方想达到的两种目的。其一：就是后来碳排放权之争。其二：提出解决污染的方法，是私有化油气集团。水电油气私有化，交由资本控制经营，必被外资——实际就是西方资本控制，那会是一个什么场景？看看美国德州这次雪灾时的电价，就知道了。,2
1518,417519,别跟着蹭热闹了。看了全部采访。柴静是没有任何专业知识的角度去询问。你为了凑热度，扭曲整个事实。你比他恶心多了。而且那个节目是中央台的节目，是可以通过政治审查的，不用你来评价央视的节目是否合格。,1
1519,417522,雾霾这玩意又不是中国独有的，工业革命之后英国的雾霾几天都能杀上万人了。工业化进程中的环境污染是不可避免的，咱们国家相较来说已经是做的很不错得了,3
1520,417525,我觉得挺好，柴静的问题也代表很大一部分人。问出来丁院士一一反驳，能帮助大家解惑,1
1521,417532,只看柴静的书，如果思想达不到丁院士的这个水准，都会觉得丁院士是错的。理解不到深层次，只能看到人类与地球的矛盾，看不到东西方发展与阻碍发展的矛盾。,3
1522,417538,她有可能只是为了把这个对话趁现在我们眼前罢了，牺牲了自己的形象去问一些欧美立场的问题,1
1523,417539,她这个人我不评价，但单从主持这一块来说，有些问题也是为了引导被采访人说出自己观点吧！就像这段时间比较争议的易立竞，我觉得挺正常的，但很多人觉得被冒犯。逐渐长大，我觉得对于别人发表的观点我们要学会自我过滤后吸收，也尊重别人有发表观点的权利。,4
1524,415448,先看了你的这条视频，又看了完整的采访的视频。结论，完全不是你说的这个角度，这个情况。不知道你处于什么心理和角度做这样的视频，但真是扭曲了完整视频里科学家和记者所表达的角度和立场，这是不对的！,1
1525,415462,没在社会上历练过，真的很容易被柴静带偏，我读大学的时候而且还是985大学，同学们看了柴静的穹顶之下，觉得她说的好有道理啊，我们就应该保护环境啊。但是后续看了柴静采访丁院士的视频才恍然大悟，原来这是公知给我们洗脑，差一点就被他们带偏，这些人真的是用心险恶啊。,2
